Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
431887,435700,2,2017-12-14,22:07:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,11
432130,435328,3,2017-12-14,16:50:00,B,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Passenger,Slight,Female,5
423241,434953,2,2017-12-14,11:00:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Passenger,Slight,Female,77
428955,435467,1,2017-12-14,08:20:00,Unclassified,Frost/Ice,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Serious,Female,23
432130,435328,3,2017-12-14,16:50:00,B,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Passenger,Slight,Female,6
429467,431223,1,2017-12-14,08:40:00,Unclassified,Frost/Ice,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,10
423241,434953,2,2017-12-14,11:00:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,51
442831,445001,1,2017-12-15,22:00:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,23
433582,435850,1,2017-12-15,17:55:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Passenger,Serious,Male,64
431402,435028,2,2017-12-15,17:52:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver,Slight,Male,45
431312,434130,≥4,2017-12-15,15:18:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Male,10
426528,437988,1,2017-12-15,12:10:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Male,13
429436,433459,2,2017-12-15,16:20:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver,Slight,Male,42
435687,436251,1,2017-12-15,09:54:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Passenger,Slight,Female,71
432500,434076,1,2017-12-15,09:00:00,Unclassified,Frost/Ice,Daylight: Street lights present,Other,Car,Pedestrian,Slight,Female,10
426816,438009,2,2017-12-15,07:55:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver,Slight,Male,43
422732,435534,1,2017-12-15,08:40:00,Unclassified,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Pedestrian,Slight,Male,37
430871,429956,1,2017-12-15,08:00:00,Unclassified,Frost/Ice,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Female,24
429905,434401,2,2017-12-15,07:05:00,A,Frost/Ice,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Slight,Female,45
425037,433181,2,2017-12-15,06:35:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,29
425265,432975,2,2017-12-15,12:00:00,B,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,57
425265,432975,2,2017-12-15,12:00:00,B,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Serious,Female,52
425058,433369,2,2017-12-16,06:55:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Motorcycle,Driver,Serious,Male,25
427239,440070,2,2017-12-16,11:00:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,36
438083,430267,2,2017-12-16,19:20:00,Unclassified,Frost/Ice,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Female,55
433376,434898,1,2017-12-17,20:07:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Female,16
422642,440094,1,2017-12-17,17:33:00,Unclassified,Frost/Ice,Darkness: No street lighting,Fine without high winds,Car,Driver,Slight,Male,18
422642,440094,1,2017-12-17,17:33:00,Unclassified,Frost/Ice,Darkness: No street lighting,Fine without high winds,Car,Passenger,Slight,Male,19
443348,434874,1,2017-12-18,10:08:00,Unclassified,Frost/Ice,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,26
443348,434874,1,2017-12-18,10:08:00,Unclassified,Frost/Ice,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,2
426510,439906,2,2017-12-18,18:04:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver,Slight,Male,54
432469,432044,2,2017-12-18,13:40:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Male,22
425155,428997,1,2017-12-18,16:00:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Serious,Female,13
425155,428997,1,2017-12-18,16:00:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Serious,Female,14
428421,432505,2,2017-12-19,17:59:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver,Slight,Male,42
431592,434015,2,2017-12-19,13:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Female,27
431558,435185,3,2017-12-20,08:45:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,26
430625,431980,2,2017-12-20,22:35:00,Unclassified,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Pedestrian,Serious,Male,38
424095,438511,1,2017-12-20,15:30:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Fatal,Female,66
424095,438511,1,2017-12-20,15:30:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Female,1
434064,429930,2,2017-12-20,15:45:00,M,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,45
425627,433080,2,2017-12-20,17:00:00,B,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Serious,Male,19
431265,428408,2,2017-12-20,20:30:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Motorcycle,Driver,Serious,Male,19
430407,433477,1,2017-12-20,07:10:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Motorcycle,Pedestrian,Slight,Female,37
426693,431728,2,2017-12-21,17:35:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver,Slight,Female,33
426242,431665,2,2017-12-21,09:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Serious,Male,79
426890,439189,1,2017-12-22,08:35:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,53
426849,441341,2,2017-12-22,13:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,20
430828,433827,2,2017-12-22,15:56:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,83
429962,434208,1,2017-12-22,16:24:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,35
429962,434208,1,2017-12-22,16:24:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,59
441743,430222,1,2017-12-22,17:00:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Serious,Male,69
427712,436105,1,2017-12-23,13:00:00,B,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Male,13
430236,435114,2,2017-12-23,15:55:00,Unclassified,Wet/Damp,Darkness: Street lighting unknown,Fine without high winds,Pedal cycle,Driver,Slight,Female,46
431402,435030,2,2017-12-23,16:21:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,42
431402,435030,2,2017-12-23,16:21:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,38
430348,427678,1,2017-12-23,19:20:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Male,24
435467,433394,2,2017-12-24,16:40:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,84
420944,436984,2,2017-12-24,16:45:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,32
427904,426124,1,2017-12-24,23:45:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,52
435234,434861,2,2017-12-26,14:54:00,A,Dry,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Male,42
440360,435571,1,2017-12-26,13:55:00,C,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,24
440360,435571,1,2017-12-26,13:55:00,C,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Serious,Male,26
427835,431800,2,2017-12-27,10:50:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,28
427835,431800,2,2017-12-27,10:50:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,57
425057,433245,1,2017-12-27,11:05:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Male,23
421050,441460,1,2017-12-27,13:34:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,7
431097,432793,3,2017-12-27,22:05:00,Unclassified,Frost/Ice,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,31
431097,432793,3,2017-12-27,22:05:00,Unclassified,Frost/Ice,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Male,25
429922,427973,1,2017-12-28,16:10:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Motorcycle,Pedestrian,Serious,Female,18
428391,432472,2,2017-12-28,18:00:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,48
428391,432472,2,2017-12-28,18:00:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,31
430703,436749,2,2017-12-29,14:39:00,Unclassified,Snow,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,29
422581,433535,1,2017-12-29,22:15:00,B,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Male,36
438666,433851,1,2017-12-29,05:00:00,M,Frost/Ice,Darkness: No street lighting,Fine without high winds,Motorcycle,Pedestrian,Fatal,Male,20
420878,434568,2,2017-12-29,08:16:00,A,Frost/Ice,Daylight: Street lights present,Snowing without high winds,Car,Driver,Slight,Female,24
431997,430008,2,2017-12-30,01:07:00,M,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Serious,Male,18
431997,430008,2,2017-12-30,01:07:00,M,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Passenger,Serious,Male,18
426253,438110,1,2017-12-30,11:20:00,A,Wet/Damp,Daylight: Street lights present,Raining with high winds,Car,Pedestrian,Slight,Female,16
431435,431610,2,2017-12-30,11:25:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,28
431435,431610,2,2017-12-30,11:25:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,23
431435,431610,2,2017-12-30,11:25:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,64
443623,435703,2,2017-12-30,13:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,70
416068,443207,2,2017-12-30,15:50:00,Unclassified,Wet/Damp,Darkness: No street lighting,Fine without high winds,Car,Driver,Slight,Male,35
416068,443207,2,2017-12-30,15:50:00,Unclassified,Wet/Damp,Darkness: No street lighting,Fine without high winds,Car,Passenger,Slight,Female,35
416068,443207,2,2017-12-30,15:50:00,Unclassified,Wet/Damp,Darkness: No street lighting,Fine without high winds,Car,Driver,Slight,Male,23
431010,428170,1,2017-12-30,15:50:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Passenger,Slight,Female,65
427748,436446,3,2017-12-31,19:35:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Motorcycle,Driver,Slight,Male,23
420323,434279,2,2017-12-31,21:11:00,B,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Slight,Male,20
430343,431175,2,2017-12-31,15:15:00,Unclassified,Snow,Daylight: Street lights present,Snowing without high winds,Car,Driver,Slight,Male,19
430343,431175,2,2017-12-31,15:15:00,Unclassified,Snow,Daylight: Street lights present,Snowing without high winds,Car,Passenger,Slight,Male,21
430983,439018,2,2017-12-31,13:45:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,21
430660,430766,1,2018-01-01,03:44:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Male,23
430660,430766,1,2018-01-01,03:44:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Serious,Male,33
431442,432717,2,2018-01-01,13:35:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,57
429509,431308,2,2018-01-01,14:21:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Male,33
429509,431308,2,2018-01-01,14:21:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Passenger,Slight,Male,18
429509,431308,2,2018-01-01,14:21:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Male,31
428444,431338,1,2018-01-01,15:08:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,51
428952,433434,2,2018-01-01,15:08:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,29
428919,429888,2,2018-01-01,15:00:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Male,44
425627,438001,2,2018-01-01,15:54:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Serious,Male,84
425627,438001,2,2018-01-01,15:54:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,46
430660,430766,1,2018-01-01,03:44:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,23
433820,433502,1,2018-01-01,00:45:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Serious,Male,38
428098,436746,2,2018-01-02,07:50:00,B,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,44
431213,426513,3,2018-01-02,19:23:00,Motorway,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Serious,Male,63
431304,434649,2,2018-01-02,18:43:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Serious,Male,17
431304,434649,2,2018-01-02,18:43:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Serious,Male,42
439742,430162,1,2018-01-02,13:55:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Serious,Female,52
426517,435658,3,2018-01-02,13:23:00,Unclassified,Snow,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,42
421723,432936,1,2018-01-02,11:21:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,47
432522,427562,1,2018-01-02,09:13:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,59
428837,440131,2,2018-01-02,09:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,28
425214,426682,2,2018-01-03,09:30:00,Motorway,Snow,Daylight: Street lights present,Snowing without high winds,Car,Passenger,Slight,Female,53
425214,426682,2,2018-01-03,09:30:00,Motorway,Snow,Daylight: Street lights present,Snowing without high winds,Car,Driver,Slight,Male,54
422874,434819,1,2018-01-03,17:05:00,Unclassified,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Pedestrian,Slight,Female,15
430692,434912,2,2018-01-04,00:09:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Male,22
430692,434912,2,2018-01-04,00:09:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,23
431176,434984,2,2018-01-04,00:10:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,35
424436,429560,1,2018-01-04,13:49:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,5
439393,432439,1,2018-01-04,12:58:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Male,59
432347,433705,2,2018-01-05,16:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,23
423210,434203,1,2018-01-05,15:50:00,B,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Male,12
425709,432933,2,2018-01-05,07:08:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,24
430794,433456,2,2018-01-05,16:29:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Female,52
430973,440100,1,2018-01-06,18:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Male,86
430973,440100,1,2018-01-06,18:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,82
429892,434519,2,2018-01-06,14:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,28
436813,436500,3,2018-01-06,18:49:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,35
436813,436500,3,2018-01-06,18:49:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Serious,Female,33
436813,436500,3,2018-01-06,18:49:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus,Driver,Slight,Male,49
432541,434897,2,2018-01-06,19:03:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,6
432125,425757,1,2018-01-06,08:00:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,22
436813,436500,3,2018-01-06,18:49:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus,Passenger,Slight,Female,17
431863,435667,1,2018-01-07,19:30:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,28
430939,435679,2,2018-01-07,15:50:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Serious,Male,26
440475,447662,2,2018-01-07,09:30:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Female,46
427636,435972,1,2018-01-07,17:05:00,B,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,54
443302,445917,1,2018-01-07,17:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,76
443302,445917,1,2018-01-07,17:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,66
430794,431964,1,2018-01-07,21:45:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,39
430028,433333,1,2018-01-07,00:03:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Male,48
417956,442938,2,2018-01-08,12:10:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,67
432519,427209,1,2018-01-08,12:15:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,7
431384,432387,2,2018-01-08,12:15:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,37
431883,435258,2,2018-01-08,11:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,55
432855,435969,2,2018-01-08,19:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,45
430453,431650,1,2018-01-08,19:45:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Male,26
431879,435362,1,2018-01-08,22:10:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Other,Pedestrian,Slight,Male,19
430892,436416,1,2018-01-08,15:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,18
427122,425011,2,2018-01-09,17:30:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,23
428588,431554,2,2018-01-09,10:40:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,15
439254,430998,2,2018-01-09,18:21:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,72
419655,446209,2,2018-01-09,18:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,36
431675,435361,2,2018-01-09,18:50:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,48
431675,435361,2,2018-01-09,18:50:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,22
431509,435136,1,2018-01-09,19:25:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,18
423948,427943,2,2018-01-10,13:15:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,49
423948,427943,2,2018-01-10,13:15:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,34
423948,427943,2,2018-01-10,13:15:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,18
431970,435823,1,2018-01-10,11:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle,Pedestrian,Serious,Male,16
431199,431472,2,2018-01-10,15:45:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Male,31
431511,435122,2,2018-01-10,18:45:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,45
430875,434253,2,2018-01-10,20:11:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Motorcycle,Driver,Slight,Male,32
428529,430752,2,2018-01-10,16:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,42
443633,436144,≥4,2018-01-11,16:10:00,A(M),Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Serious,Male,58
424112,428128,2,2018-01-11,15:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,55
429849,432291,2,2018-01-11,13:50:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,45
425777,431458,2,2018-01-11,09:39:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,79
429849,432291,2,2018-01-11,13:50:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,48
430500,437059,1,2018-01-11,19:25:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Male,52
429930,432975,2,2018-01-12,19:20:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Slight,Male,55
422306,445990,1,2018-01-13,07:35:00,A,Frost/Ice,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Male,59
426292,428015,2,2018-01-13,12:55:00,B,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Male,38
431346,433945,2,2018-01-13,16:48:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Bus,Passenger,Slight,Female,37
432273,434581,2,2018-01-13,12:10:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Male,18
426521,435648,1,2018-01-14,16:25:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Male,11
431297,429122,2,2018-01-14,13:20:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Bus,Passenger,Slight,Female,1
430241,434626,1,2018-01-14,20:45:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,56
430404,428108,1,2018-01-14,22:50:00,Unclassified,Dry,Darkness: Street lighting unknown,Fine without high winds,Other,Passenger,Slight,Male,22
427741,436460,2,2018-01-15,18:50:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,36
435288,434836,2,2018-01-15,07:00:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Motorcycle,Driver,Slight,Male,28
434197,434279,1,2018-01-15,13:30:00,A(M),Dry,Daylight: Street lights present,Fine without high winds,Bus,Passenger,Slight,Male,78
429906,436509,1,2018-01-15,15:15:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Male,6
432513,427318,2,2018-01-16,21:20:00,A,Snow,Darkness: Street lights present and lit,Snowing without high winds,Car,Driver,Slight,Female,29
431434,431599,2,2018-01-16,08:40:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Slight,Female,42
432405,426229,2,2018-01-16,22:14:00,Motorway,Wet/Damp,Darkness: Street lighting unknown,Fine without high winds,Car,Driver,Slight,Female,55
427732,425798,1,2018-01-16,17:25:00,A,Snow,Darkness: Street lights present and lit,Snowing with high winds,Motorcycle,Driver,Slight,Male,23
431010,428483,1,2018-01-16,17:05:00,C,Snow,Darkness: Street lights present and lit,Snowing without high winds,Car,Pedestrian,Serious,Male,52
430754,439227,2,2018-01-16,05:35:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver,Slight,Male,39
420333,445551,1,2018-01-16,16:47:00,Unclassified,Snow,Darkness: Street lights present and lit,Snowing without high winds,Car,Pedestrian,Slight,Female,76
426759,427947,1,2018-01-16,08:45:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,29
428405,432473,2,2018-01-16,16:45:00,Unclassified,Snow,Darkness: Street lights present and lit,Fine with high winds,Pedal cycle,Driver,Slight,Male,28
425900,434497,2,2018-01-17,08:50:00,Unclassified,Snow,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Male,42
433394,435105,1,2018-01-17,15:00:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Serious,Female,36
430874,433376,2,2018-01-17,15:10:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,36
424278,428348,2,2018-01-18,17:45:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Slight,Female,68
431970,435825,2,2018-01-18,15:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,46
437771,433085,2,2018-01-18,14:20:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,28
437771,433085,2,2018-01-18,14:20:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,28
